year_ceremony;canon_category;name;film;winner
1967;ACTOR IN A SUPPORTING ROLE;George Segal;Who's Afraid of Virginia Woolf?;False
1967;ACTOR IN A SUPPORTING ROLE;Robert Shaw;A Man for All Seasons;False
1967;ACTRESS IN A LEADING ROLE;Anouk Aimee;A Man and a Woman;False
1967;ACTRESS IN A LEADING ROLE;Ida Kaminska;The Shop on Main Street;False
1967;ACTRESS IN A LEADING ROLE;Lynn Redgrave;Georgy Girl;False
1967;ACTRESS IN A LEADING ROLE;Vanessa Redgrave;Morgan!;False
1967;ACTRESS IN A LEADING ROLE;Elizabeth Taylor;Who's Afraid of Virginia Woolf?;True
1967;ACTRESS IN A SUPPORTING ROLE;Sandy Dennis;Who's Afraid of Virginia Woolf?;True
1967;ACTRESS IN A SUPPORTING ROLE;Wendy Hiller;A Man for All Seasons;False
1967;ACTRESS IN A SUPPORTING ROLE;Jocelyne Lagarde;Hawaii;False
1967;ACTRESS IN A SUPPORTING ROLE;Vivien Merchant;Alfie;False
1967;ACTRESS IN A SUPPORTING ROLE;Geraldine Page;You're a Big Boy Now;False
1968;ACTOR IN A LEADING ROLE;Warren Beatty;Bonnie and Clyde;False
1968;ACTOR IN A LEADING ROLE;Dustin Hoffman;The Graduate;False
1968;ACTOR IN A LEADING ROLE;Paul Newman;Cool Hand Luke;False
1968;ACTOR IN A LEADING ROLE;Rod Steiger;In the Heat of the Night;True
1968;ACTOR IN A LEADING ROLE;Spencer Tracy;Guess Who's Coming to Dinner;False
1968;ACTOR IN A SUPPORTING ROLE;John Cassavetes;The Dirty Dozen;False
1968;ACTOR IN A SUPPORTING ROLE;Gene Hackman;Bonnie and Clyde;False
1968;ACTOR IN A SUPPORTING ROLE;Cecil Kellaway;Guess Who's Coming to Dinner;False
1968;ACTOR IN A SUPPORTING ROLE;George Kennedy;Cool Hand Luke;True
1968;ACTOR IN A SUPPORTING ROLE;Michael J. Pollard;Bonnie and Clyde;False
1968;ACTRESS IN A LEADING ROLE;Anne Bancroft;The Graduate;False
1968;ACTRESS IN A LEADING ROLE;Faye Dunaway;Bonnie and Clyde;False
1968;ACTRESS IN A LEADING ROLE;Dame Edith Evans;The Whisperers;False
1968;ACTRESS IN A LEADING ROLE;Audrey Hepburn;Wait until Dark;False
1968;ACTRESS IN A LEADING ROLE;Katharine Hepburn;Guess Who's Coming to Dinner;True
1968;ACTRESS IN A SUPPORTING ROLE;Carol Channing;Thoroughly Modern Millie;False
1968;ACTRESS IN A SUPPORTING ROLE;Mildred Natwick;Barefoot in the Park;False
1968;ACTRESS IN A SUPPORTING ROLE;Estelle Parsons;Bonnie and Clyde;True
1968;ACTRESS IN A SUPPORTING ROLE;Beah Richards;Guess Who's Coming to Dinner;False
1968;ACTRESS IN A SUPPORTING ROLE;Katharine Ross;The Graduate;False
1969;ACTOR IN A LEADING ROLE;Alan Arkin;The Heart Is a Lonely Hunter;False
1969;ACTOR IN A LEADING ROLE;Alan Bates;The Fixer;False
1969;ACTOR IN A LEADING ROLE;Ron Moody;Oliver!;False
1969;ACTOR IN A LEADING ROLE;Peter O'Toole;The Lion in Winter;False
1969;ACTOR IN A LEADING ROLE;Cliff Robertson;Charly;True
1969;ACTOR IN A SUPPORTING ROLE;Jack Albertson;The Subject Was Roses;True
1969;ACTOR IN A SUPPORTING ROLE;Seymour Cassel;Faces;False
1969;ACTOR IN A SUPPORTING ROLE;Daniel Massey;Star!;False
1969;ACTOR IN A SUPPORTING ROLE;Jack Wild;Oliver!;False
1969;ACTOR IN A SUPPORTING ROLE;Gene Wilder;The Producers;False
1969;ACTRESS IN A LEADING ROLE;Katharine Hepburn;The Lion in Winter;True
1969;ACTRESS IN A LEADING ROLE;Patricia Neal;The Subject Was Roses;False
1969;ACTRESS IN A LEADING ROLE;Vanessa Redgrave;Isadora;False
1969;ACTRESS IN A LEADING ROLE;Barbra Streisand;Funny Girl;True
1969;ACTRESS IN A LEADING ROLE;Joanne Woodward;Rachel, Rachel;False
1969;ACTRESS IN A SUPPORTING ROLE;Lynn Carlin;Faces;False
1969;ACTRESS IN A SUPPORTING ROLE;Ruth Gordon;Rosemary's Baby;True
1969;ACTRESS IN A SUPPORTING ROLE;Sondra Locke;The Heart Is a Lonely Hunter;False
1969;ACTRESS IN A SUPPORTING ROLE;Kay Medford;Funny Girl;False
1969;ACTRESS IN A SUPPORTING ROLE;Estelle Parsons;Rachel, Rachel;False
1970;ACTOR IN A LEADING ROLE;Richard Burton;Anne of the Thousand Days;False
1970;ACTOR IN A LEADING ROLE;Dustin Hoffman;Midnight Cowboy;False
1970;ACTOR IN A LEADING ROLE;Peter O'Toole;Goodbye, Mr. Chips;False
1970;ACTOR IN A LEADING ROLE;Jon Voight;Midnight Cowboy;False
1970;ACTOR IN A LEADING ROLE;John Wayne;True Grit;True
1970;ACTOR IN A SUPPORTING ROLE;Rupert Crosse;The Reivers;False
1970;ACTOR IN A SUPPORTING ROLE;Elliott Gould;Bob & Carol & Ted & Alice;False
1970;ACTOR IN A SUPPORTING ROLE;Jack Nicholson;Easy Rider;False
1970;ACTOR IN A SUPPORTING ROLE;Anthony Quayle;Anne of the Thousand Days;False
1970;ACTOR IN A SUPPORTING ROLE;Gig Young;They Shoot Horses, Don't They?;True
1970;ACTRESS IN A LEADING ROLE;Genevieve Bujold;Anne of the Thousand Days;False
1970;ACTRESS IN A LEADING ROLE;Jane Fonda;They Shoot Horses, Don't They?;False
1970;ACTRESS IN A LEADING ROLE;Liza Minnelli;The Sterile Cuckoo;False
1970;ACTRESS IN A LEADING ROLE;Jean Simmons;The Happy Ending;False
1970;ACTRESS IN A LEADING ROLE;Maggie Smith;The Prime of Miss Jean Brodie;True
1970;ACTRESS IN A SUPPORTING ROLE;Catherine Burns;Last Summer;False
1970;ACTRESS IN A SUPPORTING ROLE;Dyan Cannon;Bob & Carol & Ted & Alice;False
1970;ACTRESS IN A SUPPORTING ROLE;Goldie Hawn;Cactus Flower;True
1970;ACTRESS IN A SUPPORTING ROLE;Sylvia Miles;Midnight Cowboy;False
1970;ACTRESS IN A SUPPORTING ROLE;Susannah York;They Shoot Horses, Don't They?;False
1971;ACTOR IN A LEADING ROLE;Melvyn Douglas;I Never Sang for My Father;False
1971;ACTOR IN A LEADING ROLE;James Earl Jones;The Great White Hope;False
1971;ACTOR IN A LEADING ROLE;Jack Nicholson;Five Easy Pieces;False
1971;ACTOR IN A LEADING ROLE;Ryan O'Neal;Love Story;False
1971;ACTOR IN A LEADING ROLE;George C. Scott;Patton;True
1971;ACTOR IN A SUPPORTING ROLE;Richard Castellano;Lovers and Other Strangers;False
1971;ACTOR IN A SUPPORTING ROLE;Chief Dan George;Little Big Man;False
1971;ACTOR IN A SUPPORTING ROLE;Gene Hackman;I Never Sang for My Father;False
1971;ACTOR IN A SUPPORTING ROLE;John Marley;Love Story;False
1971;ACTOR IN A SUPPORTING ROLE;John Mills;Ryan's Daughter;True
1971;ACTRESS IN A LEADING ROLE;Jane Alexander;The Great White Hope;False
1971;ACTRESS IN A LEADING ROLE;Glenda Jackson;Women in Love;True
1971;ACTRESS IN A LEADING ROLE;Ali MacGraw;Love Story;False
1971;ACTRESS IN A LEADING ROLE;Sarah Miles;Ryan's Daughter;False
1971;ACTRESS IN A LEADING ROLE;Carrie Snodgress;Diary of a Mad Housewife;False
1971;ACTRESS IN A SUPPORTING ROLE;Karen Black;Five Easy Pieces;False
1971;ACTRESS IN A SUPPORTING ROLE;Lee Grant;The Landlord;False
1971;ACTRESS IN A SUPPORTING ROLE;Helen Hayes;Airport;True
1971;ACTRESS IN A SUPPORTING ROLE;Sally Kellerman;M*A*S*H;False
1971;ACTRESS IN A SUPPORTING ROLE;Maureen Stapleton;Airport;False
1972;ACTOR IN A LEADING ROLE;Peter Finch;Sunday Bloody Sunday;False
1972;ACTOR IN A LEADING ROLE;Gene Hackman;The French Connection;True
1972;ACTOR IN A LEADING ROLE;Walter Matthau;Kotch;False
1972;ACTOR IN A LEADING ROLE;George C. Scott;The Hospital;False
1972;ACTOR IN A LEADING ROLE;Topol;Fiddler on the Roof;False
1972;ACTOR IN A SUPPORTING ROLE;Jeff Bridges;The Last Picture Show;False
1972;ACTOR IN A SUPPORTING ROLE;Leonard Frey;Fiddler on the Roof;False
1972;ACTOR IN A SUPPORTING ROLE;Richard Jaeckel;Sometimes a Great Notion;False
1972;ACTOR IN A SUPPORTING ROLE;Ben Johnson;The Last Picture Show;True
1972;ACTOR IN A SUPPORTING ROLE;Roy Scheider;The French Connection;False
1972;ACTRESS IN A LEADING ROLE;Julie Christie;McCabe & Mrs. Miller;False
1972;ACTRESS IN A LEADING ROLE;Jane Fonda;Klute;True
1972;ACTRESS IN A LEADING ROLE;Glenda Jackson;Sunday Bloody Sunday;False
1972;ACTRESS IN A LEADING ROLE;Vanessa Redgrave;Mary, Queen of Scots;False
1972;ACTRESS IN A LEADING ROLE;Janet Suzman;Nicholas and Alexandra;False
1972;ACTRESS IN A SUPPORTING ROLE;Ann-Margret;Carnal Knowledge;False
1972;ACTRESS IN A SUPPORTING ROLE;Ellen Burstyn;The Last Picture Show;False
1972;ACTRESS IN A SUPPORTING ROLE;Barbara Harris;Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?;False
1972;ACTRESS IN A SUPPORTING ROLE;Cloris Leachman;The Last Picture Show;True
1972;ACTRESS IN A SUPPORTING ROLE;Margaret Leighton;The Go-Between;False
1973;ACTOR IN A LEADING ROLE;Marlon Brando;The Godfather;True
1973;ACTOR IN A LEADING ROLE;Michael Caine;Sleuth;False
1973;ACTOR IN A LEADING ROLE;Laurence Olivier;Sleuth;False
1973;ACTOR IN A LEADING ROLE;Peter O'Toole;The Ruling Class;False
1973;ACTOR IN A LEADING ROLE;Paul Winfield;Sounder;False
1973;ACTOR IN A SUPPORTING ROLE;Eddie Albert;The Heartbreak Kid;False
1973;ACTOR IN A SUPPORTING ROLE;James Caan;The Godfather;False
1973;ACTOR IN A SUPPORTING ROLE;Robert Duvall;The Godfather;False
1973;ACTOR IN A SUPPORTING ROLE;Joel Grey;Cabaret;True
1973;ACTOR IN A SUPPORTING ROLE;Al Pacino;The Godfather;False
1973;ACTRESS IN A LEADING ROLE;Liza Minnelli;Cabaret;True
1973;ACTRESS IN A LEADING ROLE;Diana Ross;Lady Sings the Blues;False
1973;ACTRESS IN A LEADING ROLE;Maggie Smith;Travels with My Aunt;False
1973;ACTRESS IN A LEADING ROLE;Cicely Tyson;Sounder;False
1973;ACTRESS IN A LEADING ROLE;Liv Ullmann;The Emigrants;False
1973;ACTRESS IN A SUPPORTING ROLE;Jeannie Berlin;The Heartbreak Kid;False
1973;ACTRESS IN A SUPPORTING ROLE;Eileen Heckart;Butterflies Are Free;True
1973;ACTRESS IN A SUPPORTING ROLE;Geraldine Page;Pete 'n' Tillie;False
1973;ACTRESS IN A SUPPORTING ROLE;Susan Tyrrell;Fat City;False
1973;ACTRESS IN A SUPPORTING ROLE;Shelley Winters;The Poseidon Adventure;False
1974;ACTOR IN A LEADING ROLE;Marlon Brando;Last Tango in Paris;False
1974;ACTOR IN A LEADING ROLE;Jack Lemmon;Save the Tiger;True
1974;ACTOR IN A LEADING ROLE;Jack Nicholson;The Last Detail;False
1974;ACTOR IN A LEADING ROLE;Al Pacino;Serpico;False
1974;ACTOR IN A LEADING ROLE;Robert Redford;The Sting;False
1974;ACTOR IN A SUPPORTING ROLE;Vincent Gardenia;Bang the Drum Slowly;False
1974;ACTOR IN A SUPPORTING ROLE;Jack Gilford;Save the Tiger;False
1974;ACTOR IN A SUPPORTING ROLE;John Houseman;The Paper Chase;True
1974;ACTOR IN A SUPPORTING ROLE;Jason Miller;The Exorcist;False
1974;ACTOR IN A SUPPORTING ROLE;Randy Quaid;The Last Detail;False
1974;ACTRESS IN A LEADING ROLE;Ellen Burstyn;The Exorcist;False
1974;ACTRESS IN A LEADING ROLE;Glenda Jackson;A Touch of Class;True
1974;ACTRESS IN A LEADING ROLE;Marsha Mason;Cinderella Liberty;False
1974;ACTRESS IN A LEADING ROLE;Barbra Streisand;The Way We Were;False
1974;ACTRESS IN A LEADING ROLE;Joanne Woodward;Summer Wishes, Winter Dreams;False
1974;ACTRESS IN A SUPPORTING ROLE;Linda Blair;The Exorcist;False
1974;ACTRESS IN A SUPPORTING ROLE;Candy Clark;American Graffiti;False
1974;ACTRESS IN A SUPPORTING ROLE;Madeline Kahn;Paper Moon;False
1974;ACTRESS IN A SUPPORTING ROLE;Tatum O'Neal;Paper Moon;True
1974;ACTRESS IN A SUPPORTING ROLE;Sylvia Sidney;Summer Wishes, Winter Dreams;False
1975;ACTOR IN A LEADING ROLE;Art Carney;Harry and Tonto;True
1975;ACTOR IN A LEADING ROLE;Albert Finney;Murder on the Orient Express;False
1975;ACTOR IN A LEADING ROLE;Dustin Hoffman;Lenny;False
1975;ACTOR IN A LEADING ROLE;Jack Nicholson;Chinatown;False
1975;ACTOR IN A LEADING ROLE;Al Pacino;The Godfather Part II;False
1975;ACTOR IN A SUPPORTING ROLE;Fred Astaire;The Towering Inferno;False
1975;ACTOR IN A SUPPORTING ROLE;Jeff Bridges;Thunderbolt and Lightfoot;False
1975;ACTOR IN A SUPPORTING ROLE;Robert De Niro;The Godfather Part II;True
1975;ACTOR IN A SUPPORTING ROLE;Michael V. Gazzo;The Godfather Part II;False
1975;ACTOR IN A SUPPORTING ROLE;Lee Strasberg;The Godfather Part II;False
1975;ACTRESS IN A LEADING ROLE;Ellen Burstyn;Alice Doesn't Live Here Anymore;True
1975;ACTRESS IN A LEADING ROLE;Diahann Carroll;Claudine;False
1975;ACTRESS IN A LEADING ROLE;Faye Dunaway;Chinatown;False
1975;ACTRESS IN A LEADING ROLE;Valerie Perrine;Lenny;False
1975;ACTRESS IN A LEADING ROLE;Gena Rowlands;A Woman under the Influence;False
1975;ACTRESS IN A SUPPORTING ROLE;Ingrid Bergman;Murder on the Orient Express;True
1975;ACTRESS IN A SUPPORTING ROLE;Valentina Cortese;Day for Night;False
1975;ACTRESS IN A SUPPORTING ROLE;Madeline Kahn;Blazing Saddles;False
1975;ACTRESS IN A SUPPORTING ROLE;Diane Ladd;Alice Doesn't Live Here Anymore;False
1975;ACTRESS IN A SUPPORTING ROLE;Talia Shire;The Godfather Part II;False
1976;ACTOR IN A LEADING ROLE;Walter Matthau;The Sunshine Boys;False
1976;ACTOR IN A LEADING ROLE;Jack Nicholson;One Flew over the Cuckoo's Nest;True
1976;ACTOR IN A LEADING ROLE;Al Pacino;Dog Day Afternoon;False
1976;ACTOR IN A LEADING ROLE;Maximilian Schell;The Man in the Glass Booth;False
1976;ACTOR IN A LEADING ROLE;James Whitmore;Give 'em Hell, Harry!;False
1976;ACTOR IN A SUPPORTING ROLE;George Burns;The Sunshine Boys;True
1976;ACTOR IN A SUPPORTING ROLE;Brad Dourif;One Flew over the Cuckoo's Nest;False
1976;ACTOR IN A SUPPORTING ROLE;Burgess Meredith;The Day of the Locust;False
1976;ACTOR IN A SUPPORTING ROLE;Chris Sarandon;Dog Day Afternoon;False
1976;ACTOR IN A SUPPORTING ROLE;Jack Warden;Shampoo;False
1976;ACTRESS IN A LEADING ROLE;Isabelle Adjani;The Story of Adele H.;False
1976;ACTRESS IN A LEADING ROLE;Ann-Margret;Tommy;False
1976;ACTRESS IN A LEADING ROLE;Louise Fletcher;One Flew over the Cuckoo's Nest;True
1976;ACTRESS IN A LEADING ROLE;Glenda Jackson;Hedda;False
1976;ACTRESS IN A LEADING ROLE;Carol Kane;Hester Street;False
1976;ACTRESS IN A SUPPORTING ROLE;Ronee Blakley;Nashville;False
1976;ACTRESS IN A SUPPORTING ROLE;Lee Grant;Shampoo;True
1976;ACTRESS IN A SUPPORTING ROLE;Sylvia Miles;Farewell, My Lovely;False
1976;ACTRESS IN A SUPPORTING ROLE;Lily Tomlin;Nashville;False
1976;ACTRESS IN A SUPPORTING ROLE;Brenda Vaccaro;Jacqueline Susann's Once Is Not Enough;False
1977;ACTOR IN A LEADING ROLE;Robert De Niro;Taxi Driver;False
1977;ACTOR IN A LEADING ROLE;Peter Finch;Network;True
1977;ACTOR IN A LEADING ROLE;Giancarlo Giannini;Seven Beauties;False
1977;ACTOR IN A LEADING ROLE;William Holden;Network;False
1977;ACTOR IN A LEADING ROLE;Sylvester Stallone;Rocky;False
1977;ACTOR IN A SUPPORTING ROLE;Ned Beatty;Network;False
1977;ACTOR IN A SUPPORTING ROLE;Burgess Meredith;Rocky;False
1977;ACTOR IN A SUPPORTING ROLE;Laurence Olivier;Marathon Man;False
1977;ACTOR IN A SUPPORTING ROLE;Jason Robards;All the President's Men;True
1977;ACTOR IN A SUPPORTING ROLE;Burt Young;Rocky;False
1977;ACTRESS IN A LEADING ROLE;Marie-Christine Barrault;Cousin, Cousine;False
1977;ACTRESS IN A LEADING ROLE;Faye Dunaway;Network;True
1977;ACTRESS IN A LEADING ROLE;Talia Shire;Rocky;False
1977;ACTRESS IN A LEADING ROLE;Sissy Spacek;Carrie;False
1977;ACTRESS IN A LEADING ROLE;Liv Ullmann;Face to Face;False
1977;ACTRESS IN A SUPPORTING ROLE;Jane Alexander;All the President's Men;False
1977;ACTRESS IN A SUPPORTING ROLE;Jodie Foster;Taxi Driver;False
1977;ACTRESS IN A SUPPORTING ROLE;Lee Grant;Voyage of the Damned;False
1977;ACTRESS IN A SUPPORTING ROLE;Piper Laurie;Carrie;False
1977;ACTRESS IN A SUPPORTING ROLE;Beatrice Straight;Network;True
1978;ACTOR IN A LEADING ROLE;Woody Allen;Annie Hall;False
1978;ACTOR IN A LEADING ROLE;Richard Burton;Equus;False
1978;ACTOR IN A LEADING ROLE;Richard Dreyfuss;The Goodbye Girl;True
1978;ACTOR IN A LEADING ROLE;Marcello Mastroianni;A Special Day;False
1978;ACTOR IN A LEADING ROLE;John Travolta;Saturday Night Fever;False
1978;ACTOR IN A SUPPORTING ROLE;Mikhail Baryshnikov;The Turning Point;False
1978;ACTOR IN A SUPPORTING ROLE;Peter Firth;Equus;False
1978;ACTOR IN A SUPPORTING ROLE;Alec Guinness;Star Wars;False
1978;ACTOR IN A SUPPORTING ROLE;Jason Robards;Julia;True
1978;ACTOR IN A SUPPORTING ROLE;Maximilian Schell;Julia;False
1978;ACTRESS IN A LEADING ROLE;Anne Bancroft;The Turning Point;False
1978;ACTRESS IN A LEADING ROLE;Jane Fonda;Julia;False
1978;ACTRESS IN A LEADING ROLE;Diane Keaton;Annie Hall;True
1978;ACTRESS IN A LEADING ROLE;Shirley MacLaine;The Turning Point;False
1978;ACTRESS IN A LEADING ROLE;Marsha Mason;The Goodbye Girl;False
1978;ACTRESS IN A SUPPORTING ROLE;Leslie Browne;The Turning Point;False
1978;ACTRESS IN A SUPPORTING ROLE;Quinn Cummings;The Goodbye Girl;False
1978;ACTRESS IN A SUPPORTING ROLE;Melinda Dillon;Close Encounters of the Third Kind;False
1978;ACTRESS IN A SUPPORTING ROLE;Vanessa Redgrave;Julia;True
1978;ACTRESS IN A SUPPORTING ROLE;Tuesday Weld;Looking for Mr. Goodbar;False
1979;ACTOR IN A LEADING ROLE;Warren Beatty;Heaven Can Wait;False
1979;ACTOR IN A LEADING ROLE;Gary Busey;The Buddy Holly Story;False
1979;ACTOR IN A LEADING ROLE;Robert De Niro;The Deer Hunter;False
1979;ACTOR IN A LEADING ROLE;Laurence Olivier;The Boys from Brazil;False
1979;ACTOR IN A LEADING ROLE;Jon Voight;Coming Home;True
1979;ACTOR IN A SUPPORTING ROLE;Bruce Dern;Coming Home;False
1979;ACTOR IN A SUPPORTING ROLE;Richard Farnsworth;Comes a Horseman;False
1979;ACTOR IN A SUPPORTING ROLE;John Hurt;Midnight Express;False
1979;ACTOR IN A SUPPORTING ROLE;Christopher Walken;The Deer Hunter;True
1979;ACTOR IN A SUPPORTING ROLE;Jack Warden;Heaven Can Wait;False
1979;ACTRESS IN A LEADING ROLE;Ingrid Bergman;Autumn Sonata;False
1979;ACTRESS IN A LEADING ROLE;Ellen Burstyn;Same Time, Next Year;False
1979;ACTRESS IN A LEADING ROLE;Jill Clayburgh;An Unmarried Woman;False
1979;ACTRESS IN A LEADING ROLE;Jane Fonda;Coming Home;True
1979;ACTRESS IN A LEADING ROLE;Geraldine Page;Interiors;False
1979;ACTRESS IN A SUPPORTING ROLE;Dyan Cannon;Heaven Can Wait;False
1979;ACTRESS IN A SUPPORTING ROLE;Penelope Milford;Coming Home;False
1979;ACTRESS IN A SUPPORTING ROLE;Maggie Smith;California Suite;True
1979;ACTRESS IN A SUPPORTING ROLE;Maureen Stapleton;Interiors;False
1979;ACTRESS IN A SUPPORTING ROLE;Meryl Streep;The Deer Hunter;False
1980;ACTOR IN A LEADING ROLE;Dustin Hoffman;Kramer vs. Kramer;True
1980;ACTOR IN A LEADING ROLE;Jack Lemmon;The China Syndrome;False
1980;ACTOR IN A LEADING ROLE;Al Pacino;...And Justice for All;False
1980;ACTOR IN A LEADING ROLE;Roy Scheider;All That Jazz;False
1980;ACTOR IN A LEADING ROLE;Peter Sellers;Being There;False
1980;ACTOR IN A SUPPORTING ROLE;Melvyn Douglas;Being There;True
1980;ACTOR IN A SUPPORTING ROLE;Robert Duvall;Apocalypse Now;False
1980;ACTOR IN A SUPPORTING ROLE;Frederic Forrest;The Rose;False
1980;ACTOR IN A SUPPORTING ROLE;Justin Henry;Kramer vs. Kramer;False
1980;ACTOR IN A SUPPORTING ROLE;Mickey Rooney;The Black Stallion;False
1980;ACTRESS IN A LEADING ROLE;Jill Clayburgh;Starting Over;False
1980;ACTRESS IN A LEADING ROLE;Sally Field;Norma Rae;True
1980;ACTRESS IN A LEADING ROLE;Jane Fonda;The China Syndrome;False
1980;ACTRESS IN A LEADING ROLE;Marsha Mason;Chapter Two;False
1980;ACTRESS IN A LEADING ROLE;Bette Midler;The Rose;False
1980;ACTRESS IN A SUPPORTING ROLE;Jane Alexander;Kramer vs. Kramer;False
1980;ACTRESS IN A SUPPORTING ROLE;Barbara Barrie;Breaking Away;False
1980;ACTRESS IN A SUPPORTING ROLE;Candice Bergen;Starting Over;False
1980;ACTRESS IN A SUPPORTING ROLE;Mariel Hemingway;Manhattan;False
1980;ACTRESS IN A SUPPORTING ROLE;Meryl Streep;Kramer vs. Kramer;True
1981;ACTOR IN A LEADING ROLE;Robert De Niro;Raging Bull;True
1981;ACTOR IN A LEADING ROLE;Robert Duvall;The Great Santini;False
1981;ACTOR IN A LEADING ROLE;John Hurt;The Elephant Man;False
1981;ACTOR IN A LEADING ROLE;Jack Lemmon;Tribute;False
1981;ACTOR IN A LEADING ROLE;Peter O'Toole;The Stunt Man;False
1981;ACTOR IN A SUPPORTING ROLE;Judd Hirsch;Ordinary People;False
1981;ACTOR IN A SUPPORTING ROLE;Timothy Hutton;Ordinary People;True
1981;ACTOR IN A SUPPORTING ROLE;Michael O'Keefe;The Great Santini;False
1981;ACTOR IN A SUPPORTING ROLE;Joe Pesci;Raging Bull;False
1981;ACTOR IN A SUPPORTING ROLE;Jason Robards;Melvin and Howard;False
1981;ACTRESS IN A LEADING ROLE;Ellen Burstyn;Resurrection;False
1981;ACTRESS IN A LEADING ROLE;Goldie Hawn;Private Benjamin;False
1981;ACTRESS IN A LEADING ROLE;Mary Tyler Moore;Ordinary People;False
1981;ACTRESS IN A LEADING ROLE;Gena Rowlands;Gloria;False
1981;ACTRESS IN A LEADING ROLE;Sissy Spacek;Coal Miner's Daughter;True
1981;ACTRESS IN A SUPPORTING ROLE;Eileen Brennan;Private Benjamin;False
1981;ACTRESS IN A SUPPORTING ROLE;Eva Le Gallienne;Resurrection;False
1981;ACTRESS IN A SUPPORTING ROLE;Cathy Moriarty;Raging Bull;False
1981;ACTRESS IN A SUPPORTING ROLE;Diana Scarwid;Inside Moves;False
1981;ACTRESS IN A SUPPORTING ROLE;Mary Steenburgen;Melvin and Howard;True
1982;ACTOR IN A LEADING ROLE;Warren Beatty;Reds;False
1982;ACTOR IN A LEADING ROLE;Henry Fonda;On Golden Pond;True
1982;ACTOR IN A LEADING ROLE;Burt Lancaster;Atlantic City;False
1982;ACTOR IN A LEADING ROLE;Dudley Moore;Arthur;False
1982;ACTOR IN A LEADING ROLE;Paul Newman;Absence of Malice;False
1982;ACTOR IN A SUPPORTING ROLE;James Coco;Only When I Laugh;False
1982;ACTOR IN A SUPPORTING ROLE;John Gielgud;Arthur;True
1982;ACTOR IN A SUPPORTING ROLE;Ian Holm;Chariots of Fire;False
1982;ACTOR IN A SUPPORTING ROLE;Jack Nicholson;Reds;False
1982;ACTOR IN A SUPPORTING ROLE;Howard E. Rollins Jr.;Ragtime;False
1982;ACTRESS IN A LEADING ROLE;Katharine Hepburn;On Golden Pond;True
1982;ACTRESS IN A LEADING ROLE;Diane Keaton;Reds;False
1982;ACTRESS IN A LEADING ROLE;Marsha Mason;Only When I Laugh;False
1982;ACTRESS IN A LEADING ROLE;Susan Sarandon;Atlantic City;False
1982;ACTRESS IN A LEADING ROLE;Meryl Streep;The French Lieutenant's Woman;False
1982;ACTRESS IN A SUPPORTING ROLE;Melinda Dillon;Absence of Malice;False
1982;ACTRESS IN A SUPPORTING ROLE;Jane Fonda;On Golden Pond;False
1982;ACTRESS IN A SUPPORTING ROLE;Joan Hackett;Only When I Laugh;False
1982;ACTRESS IN A SUPPORTING ROLE;Elizabeth McGovern;Ragtime;False
1982;ACTRESS IN A SUPPORTING ROLE;Maureen Stapleton;Reds;True
1983;ACTOR IN A LEADING ROLE;Dustin Hoffman;Tootsie;False
1983;ACTOR IN A LEADING ROLE;Ben Kingsley;Gandhi;True
1983;ACTOR IN A LEADING ROLE;Jack Lemmon;Missing;False
1983;ACTOR IN A LEADING ROLE;Paul Newman;The Verdict;False
1983;ACTOR IN A LEADING ROLE;Peter O'Toole;My Favorite Year;False
1983;ACTOR IN A SUPPORTING ROLE;Charles Durning;The Best Little Whorehouse in Texas;False
1983;ACTOR IN A SUPPORTING ROLE;Louis Gossett Jr.;An Officer and a Gentleman;True
1983;ACTOR IN A SUPPORTING ROLE;John Lithgow;The World According to Garp;False
1983;ACTOR IN A SUPPORTING ROLE;James Mason;The Verdict;False
1983;ACTOR IN A SUPPORTING ROLE;Robert Preston;Victor/Victoria;False
1983;ACTRESS IN A LEADING ROLE;Julie Andrews;Victor/Victoria;False
1983;ACTRESS IN A LEADING ROLE;Jessica Lange;Frances;False
1983;ACTRESS IN A LEADING ROLE;Sissy Spacek;Missing;False
1983;ACTRESS IN A LEADING ROLE;Meryl Streep;Sophie's Choice;True
1983;ACTRESS IN A LEADING ROLE;Debra Winger;An Officer and a Gentleman;False
1983;ACTRESS IN A SUPPORTING ROLE;Glenn Close;The World According to Garp;False
1983;ACTRESS IN A SUPPORTING ROLE;Teri Garr;Tootsie;False
1983;ACTRESS IN A SUPPORTING ROLE;Jessica Lange;Tootsie;True
1983;ACTRESS IN A SUPPORTING ROLE;Kim Stanley;Frances;False
1983;ACTRESS IN A SUPPORTING ROLE;Lesley Ann Warren;Victor/Victoria;False
1984;ACTOR IN A LEADING ROLE;Michael Caine;Educating Rita;False
1984;ACTOR IN A LEADING ROLE;Tom Conti;Reuben, Reuben;False
1984;ACTOR IN A LEADING ROLE;Tom Courtenay;The Dresser;False
1984;ACTOR IN A LEADING ROLE;Robert Duvall;Tender Mercies;True
1984;ACTOR IN A LEADING ROLE;Albert Finney;The Dresser;False
1984;ACTOR IN A SUPPORTING ROLE;Charles Durning;To Be or Not to Be;False
1984;ACTOR IN A SUPPORTING ROLE;John Lithgow;Terms of Endearment;False
1984;ACTOR IN A SUPPORTING ROLE;Jack Nicholson;Terms of Endearment;True
1984;ACTOR IN A SUPPORTING ROLE;Sam Shepard;The Right Stuff;False
